time_index,origin_node_index,dest_node_index,non_zero_prob_count,transition_probability
44,8,6,4,0.021376601859274
44,8,7,4,0.449836951179115
44,8,9,4,0.465425478013322
44,8,10,4,0.063360968948258
44,9,7,4,0.035668359429221
44,9,8,4,0.443134876798855
44,9,10,4,0.445468169490063
44,9,11,4,0.075728594281948
44,10,8,4,0.051405112839571
44,10,9,4,0.429148135519682
44,10,11,4,0.44308730629634
44,10,12,4,0.076359445344275
44,11,9,4,0.058387504874458
44,11,10,4,0.42830611244197
44,11,12,4,0.437535126778201
44,11,13,4,0.075771255905419
44,12,10,4,0.065134899323649
44,12,11,4,0.422926051625979
44,12,13,4,0.447085229536285
44,12,14,4,0.06485381951393
44,13,11,4,0.062196225328613
44,13,12,4,0.431940275587127
44,13,14,4,0.451288117388479
44,13,15,4,0.05457538169593
44,14,12,4,0.057483560595802
44,14,13,4,0.437909972136367
44,14,15,4,0.4589264601362
44,14,16,4,0.045680007131718
43,0,0,3,0.948712809442867
43,0,1,3,0.039317577669458
43,0,2,3,0.011969612887674
43,1,0,4,0.024656309514429
43,1,1,4,0.853439869530041
43,1,2,4,0.112011758117616
43,1,3,4,0.009892062837775
43,2,1,4,0.090813326935399
43,2,2,4,0.703349093091557
43,2,3,4,0.191558528216746
43,2,4,4,0.014279051756274
43,3,2,4,0.170100315262699
43,3,3,4,0.538315666218367
43,3,4,4,0.272941529387325
43,3,5,4,0.018642489131514
43,4,3,4,0.256254138757591
43,4,4,4,0.367269859633808
43,4,5,4,0.35425778511863
43,4,6,4,0.02221821649
43,5,4,4,0.343126893944802
43,5,5,4,0.199741261556319
43,5,6,4,0.43261731074919
43,5,7,4,0.024514533749613
43,6,5,4,0.426341602792483
43,6,6,4,0.042734995370566
43,6,7,4,0.505660831252371
43,6,8,4,0.025262570584617
43,7,6,3,0.471580390480426
43,7,8,3,0.468166845060686
43,7,9,3,0.06025276445876
43,8,6,4,0.028489764869207
43,8,7,4,0.43914299678076
43,8,9,4,0.466541853228346
43,8,10,4,0.065825385121657
43,9,7,4,0.03677857980866
43,9,8,4,0.445529294355607
43,9,10,4,0.431912948844307
43,9,11,4,0.085779176991515
43,10,8,4,0.0593826097301
43,10,9,4,0.417861268968487
43,10,11,4,0.443403218153054
43,10,12,4,0.079352903148228
43,11,9,4,0.060431250647848
43,11,10,4,0.429378158430778
43,11,12,4,0.425147700186422
43,11,13,4,0.085042890734996
43,12,10,4,0.073503956589807
43,12,11,4,0.411506540645441
43,12,13,4,0.447222317724357
43,12,14,4,0.067767185040237
43,13,11,4,0.064825890880437
43,13,12,4,0.431976875800621
43,13,14,4,0.440480477239753
43,13,15,4,0.06271675607934
43,14,12,4,0.065648475986848
43,14,13,4,0.427080287552855
43,14,15,4,0.45882978460403
43,14,16,4,0.048441451856359
42,0,0,3,0.947471555217148
42,0,1,3,0.040167244644077
42,0,2,3,0.012361200138889
42,1,0,4,0.025253042305712
42,1,1,4,0.849974164375851
42,1,2,4,0.114424775848906
42,1,3,4,0.010348017469478
42,2,1,4,0.092988173609257
42,2,2,4,0.696427442100507
42,2,3,4,0.195600863231155
42,2,4,4,0.014983521059072
42,3,2,4,0.174152494843108
42,3,3,4,0.527622182109873
42,3,4,4,0.278633036961821
42,3,5,4,0.019592286085179
42,4,3,4,0.262347038086972
42,4,4,4,0.352648936975072
42,4,5,4,0.361631874505974
42,4,6,4,0.023372150431983
42,5,4,4,0.351289752330437
42,5,5,4,0.181223295048277
42,5,6,4,0.441680384678449
42,5,7,4,0.025806567942728
42,6,5,4,0.436124302536086
42,6,6,4,0.021732245596318
42,6,7,4,0.515061042939834
42,6,8,4,0.027082408927645
42,7,5,4,0.000349167703142
42,7,6,4,0.474760857710895
42,7,8,4,0.454371072273631
42,7,9,4,0.070518902312347
42,8,6,4,0.035591900462158
42,8,7,4,0.428686679849044
42,8,9,4,0.46687234988837
42,8,10,4,0.068849069800459
42,9,7,4,0.038291094023794
42,9,8,4,0.447326364179438
42,9,10,4,0.418434768961163
42,9,11,4,0.095947772835615
42,10,8,4,0.06740338077374
42,10,9,4,0.406737066316332
42,10,11,4,0.442984670076504
42,10,12,4,0.082874882833323
42,11,9,4,0.062910098426311
42,11,10,4,0.429833125251786
42,11,12,4,0.412812814586161
42,11,13,4,0.094443961735724
42,12,10,4,0.081960093519658
42,12,11,4,0.400176748337778
42,12,13,4,0.446717495385622
42,12,14,4,0.071145662756919
42,13,11,4,0.067898120930055
42,13,12,4,0.431402642168934
42,13,14,4,0.429724963844784
42,13,15,4,0.070974273056287
42,14,12,4,0.073924592817786
42,14,13,4,0.416293829184578
42,14,15,4,0.458151373570584
42,14,16,4,0.051630204426928
41,0,0,3,0.946168437432465
41,0,1,3,0.041054491535969
41,0,2,3,0.012777071031679
41,1,0,4,0.02587951599405
41,1,1,4,0.846339535711076
41,1,2,4,0.116944120919524
41,1,3,4,0.010836827375296
41,2,1,4,0.095270336712887
41,2,2,4,0.689172884609267
41,2,3,4,0.199816888061029
41,2,4,4,0.015739890616807
41,3,2,4,0.178403611366605
41,3,3,4,0.516418205395915
41,3,4,4,0.284565436234825
41,3,5,4,0.020612747002642
41,4,3,4,0.268738506796403
41,4,4,4,0.337331708090154
41,4,5,4,0.369317361133991
41,4,6,4,0.024612423979452
41,5,4,4,0.359852823703793
41,5,5,4,0.161822163170328
41,5,6,4,0.451129327776741
41,5,7,4,0.027195685349028
41,6,5,4,0.44586722096852
41,6,6,4,0.001408452955346
41,6,7,4,0.523060994688137
41,6,8,4,0.029663331387883
41,7,5,4,0.001188657234466
41,7,6,4,0.477092933098443
41,7,8,4,0.440999720516572
41,7,9,4,0.080718689150537
41,8,6,4,0.04256156620373
41,8,7,4,0.418739942342892
41,8,9,4,0.466080909522514
41,8,10,4,0.072617581930894
41,9,7,4,0.040350274000781
41,9,8,4,0.448245224107654
41,9,10,4,0.405287706122962
41,9,11,4,0.10611679576861
41,10,8,4,0.075353720416778
41,10,9,4,0.396026911948127
41,10,11,4,0.44152955460812
41,10,12,4,0.08708981302688
41,11,9,4,0.065966330182317
41,11,10,4,0.429403922123172
41,11,12,4,0.400755436236253
41,11,13,4,0.103874311458242
41,12,10,4,0.090400873643322
41,12,11,4,0.389160751833145
41,12,13,4,0.44530900994549
41,12,14,4,0.07512936457802
41,13,11,4,0.071548578074427
41,13,12,4,0.429970037786035
41,13,14,4,0.419220394518604
41,13,15,4,0.079260989620991
41,14,12,4,0.082222583417817
41,14,13,4,0.405746178772912
41,14,15,4,0.456657645271581
41,14,16,4,0.055373592537562
40,0,0,3,0.944800207596131
40,0,1,3,0.041977562512434
40,0,2,3,0.013222229891423
40,1,0,4,0.026537292291842
40,1,1,4,0.842530090350229
40,1,2,4,0.119564474586024
40,1,3,4,0.011368142771858
40,2,1,4,0.097664609019089
40,2,2,4,0.681577378012484
40,2,3,4,0.204193993012369
40,2,4,4,0.016564019955978
40,3,2,4,0.182861747193511
40,3,3,4,0.50469450424994
40,3,4,4,0.290717918381574
40,3,5,4,0.021725830175185
40,4,3,4,0.275440234907464
40,4,4,4,0.321306950502262
40,4,5,4,0.377286692322023
40,4,6,4,0.025966122268402
40,5,4,4,0.3688319446535
40,5,5,4,0.141522594978682
40,5,6,4,0.460932904949448
40,5,7,4,0.028712555418384
40,6,5,3,0.449945370621611
40,6,7,3,0.510117272246369
40,6,8,3,0.0399373571321
40,7,5,4,0.007650439204657
40,7,6,4,0.467590160616787
40,7,8,4,0.440342699278269
40,7,9,4,0.08441670090029
40,8,6,4,0.044261385815739
40,8,7,4,0.420126437116517
40,8,9,4,0.452366144769591
40,8,10,4,0.083246032298284
40,9,7,4,0.048059645848166
40,9,8,4,0.437738797362201
40,9,10,4,0.403562757127967
40,9,11,4,0.110638799661714
40,10,8,4,0.078244413330842
40,10,9,4,0.395940526473472
40,10,11,4,0.428482985449399
40,10,12,4,0.097332074746415
40,11,9,4,0.07447820942355
40,11,10,4,0.418274358629048
40,11,12,4,0.398787526666787
40,11,13,4,0.108459905280638
40,12,10,4,0.094146378500341
40,12,11,4,0.387802680862453
40,12,13,4,0.433795541924034
40,12,14,4,0.0842553987132
40,13,11,4,0.080295144432288
40,13,12,4,0.418794972473606
40,13,14,4,0.417531545471842
40,13,15,4,0.083378337622182
40,14,12,4,0.086304587729405
40,14,13,4,0.403793282937302
40,14,15,4,0.446075846131198
40,14,16,4,0.063826283202204
39,0,0,3,0.943360165441209
39,0,1,3,0.042943315984055
39,0,2,3,0.01369651857473
39,1,0,4,0.027229592351562
39,1,1,4,0.838525306751031
39,1,2,4,0.12230550412602
39,1,3,4,0.011939596771335
39,2,1,4,0.100183243571671
39,2,2,4,0.673597809146536
39,2,3,4,0.208767237241592
39,2,4,4,0.017451710040269
39,3,2,4,0.187550216094264
39,3,3,4,0.492382648574015
39,3,4,4,0.297141589767893
39,3,5,4,0.022925545563701
39,4,3,4,0.282487541405921
39,4,4,4,0.304480302272282
39,4,5,4,0.385606421079441
39,4,6,4,0.027425735242357
39,5,4,4,0.378274333235872
39,5,5,4,0.120205680998239
39,5,6,4,0.471171412179523
39,5,7,4,0.030348573586332
39,6,5,3,0.453786773492856
39,6,7,3,0.494880355050974
39,6,8,3,0.051332871456207
39,7,5,4,0.014853351588563
39,7,6,4,0.456735279891479
39,7,8,4,0.440587015673686
39,7,9,4,0.087824352846269
39,8,6,4,0.045632581711529
39,8,7,4,0.422473724836386
39,8,9,4,0.436944199151888
39,8,10,4,0.094949494300337
39,9,7,4,0.056574730122751
39,9,8,4,0.425860183114441
39,9,10,4,0.402590895320617
39,9,11,4,0.114974191442165
39,10,8,4,0.08088390012013
39,10,9,4,0.396682455523916
39,10,11,4,0.413871574401512
39,10,12,4,0.108562069954463
39,11,9,4,0.08382447723567
39,11,10,4,0.405789060527191
39,11,12,4,0.397468898203173
39,11,13,4,0.112917564033959
39,12,10,4,0.097715848862281
39,12,11,4,0.387125673331165
39,12,13,4,0.420919159889699
39,12,14,4,0.094239317916781
39,13,11,4,0.089865797989606
39,13,12,4,0.406323784796129
39,13,14,4,0.416421052345563
39,13,15,4,0.087389364868597
39,14,12,4,0.090269599776157
39,14,13,4,0.402399246248555
39,14,15,4,0.434266907432189
39,14,16,4,0.073064246542987
38,0,0,3,0.941842708738289
38,0,1,3,0.043954126441576
38,0,2,3,0.014203164820279
38,1,0,4,0.027959109444218
38,1,1,4,0.834310708774842
38,1,2,4,0.12517383106359
38,1,3,4,0.012556350717281
38,2,1,4,0.102835726322379
38,2,2,4,0.665206634263953
38,2,3,4,0.213546355597559
38,2,4,4,0.018411283816091
38,3,2,4,0.192486381291904
38,3,3,4,0.479441257044463
38,3,4,4,0.303849035836471
38,3,5,4,0.024223325827139
38,4,3,4,0.289906364016787
38,4,4,4,0.286795697537549
38,4,5,4,0.394292636188538
38,4,6,4,0.029005302257062
38,5,4,4,0.388214803327255
38,5,5,4,0.097800023658323
38,5,6,4,0.481865587799803
38,5,7,4,0.032119585214565
38,6,5,3,0.45784369305648
38,6,7,3,0.478789036690145
38,6,8,3,0.063367270253416
38,7,5,4,0.022426020336056
38,7,6,4,0.445344368684914
38,7,8,4,0.440764920326604
38,7,9,4,0.091464690652538
38,8,6,4,0.04707750668216
38,8,7,4,0.424958075064205
38,8,9,4,0.420654282618379
38,8,10,4,0.107310135635181
38,9,7,4,0.065532195353253
38,9,8,4,0.413386339834581
38,9,10,4,0.401493582604024
38,9,11,4,0.119587882208222
38,10,8,4,0.083669206644055
38,10,9,4,0.397468136598411
38,10,11,4,0.398443441640204
38,10,12,4,0.120419215117348
38,11,9,4,0.093664132739029
38,11,10,4,0.392662862060931
38,11,12,4,0.396022367045784
38,11,13,4,0.117650638154268
38,12,10,4,0.10148785484523
38,12,11,4,0.386403029308282
38,12,13,4,0.407334135847243
38,12,14,4,0.104774979999295
38,13,11,4,0.099950363283956
38,13,12,4,0.393195114575597
38,13,14,4,0.415213808755564
38,13,15,4,0.091640713384864
38,14,12,4,0.094465365299294
38,14,13,4,0.40090743329743
38,14,15,4,0.421821313439732
38,14,16,4,0.08280588796347
37,0,0,3,0.940242119888552
37,0,1,3,0.045011135400269
37,0,2,3,0.014746744711322
37,1,0,4,0.028728592304476
37,1,1,4,0.829872545520409
37,1,2,4,0.128172465788829
37,1,3,4,0.013226396386217
37,2,1,4,0.105631448976207
37,2,2,4,0.656378986811713
37,2,3,4,0.218533813804598
37,2,4,4,0.019455750407464
37,3,2,4,0.19768715099274
37,3,3,4,0.465834137228256
37,3,4,4,0.310841600222819
37,3,5,4,0.025637111556161
37,4,3,4,0.297721803756193
37,4,4,4,0.268204626605765
37,4,5,4,0.403346665992576
37,4,6,4,0.030726903645405
37,5,4,4,0.398687105557304
37,5,5,4,0.074243447024273
37,5,6,4,0.493018895428794
37,5,7,4,0.034050551989569
37,6,5,3,0.462134917477655
37,6,7,3,0.461768968769263
37,6,8,3,0.076096113753117
37,7,5,4,0.030390189966887
37,7,6,4,0.433392978205692
37,7,8,4,0.440846159187169
37,7,9,4,0.095370672640366
37,8,6,4,0.048601611099832
37,8,7,4,0.427593076623733
37,8,9,4,0.403419890037497
37,8,10,4,0.120385422238869
37,9,7,4,0.074959814051958
37,9,8,4,0.400287119511106
37,9,10,4,0.400238225113515
37,9,11,4,0.124514841323499
37,10,8,4,0.086612353424843
37,10,9,4,0.398302033396251
37,10,11,4,0.382128313290067
37,10,12,4,0.132957299888854
37,11,9,4,0.10403073078184
37,11,10,4,0.378858081198445
37,11,12,4,0.394420317521477
37,11,13,4,0.122690870498248
37,12,10,4,0.105480747737609
37,12,11,4,0.385628433190132
37,12,13,4,0.392982896970835
37,12,14,4,0.115907922101478
37,13,11,4,0.110586607422373
37,13,12,4,0.379364529053355
37,13,14,4,0.413890861556338
37,13,15,4,0.096158001967908
37,14,12,4,0.098914535757411
37,14,13,4,0.399303345773211
37,14,15,4,0.408691461471097
37,14,16,4,0.093090656998204
36,0,0,3,0.938551719326604
36,0,1,3,0.046116428072479
36,0,2,3,0.015331852600952
36,1,0,4,0.029541252132458
36,1,1,4,0.825194152490392
36,1,2,4,0.131307122563619
36,1,3,4,0.013957472813543
36,2,1,4,0.108581553168401
36,2,2,4,0.647083914124227
36,2,3,4,0.223736872316993
36,2,4,4,0.02059766039024
36,3,2,4,0.20317275462055
36,3,3,4,0.451515465186603
36,3,4,4,0.318127596351676
36,3,5,4,0.027184183841122
36,4,3,4,0.305963988618593
36,4,4,4,0.248645310542337
36,4,5,4,0.412778911542659
36,4,6,4,0.032611789296309
36,5,4,4,0.409731712816793
36,5,5,4,0.049457044922448
36,5,6,4,0.504645761062658
36,5,7,4,0.036165481198113
36,6,5,3,0.46668140898805
36,6,7,3,0.443737160080389
36,6,8,3,0.08958143093162
36,7,5,4,0.038773176549963
36,7,6,4,0.420847340794253
36,7,8,4,0.440804103156964
36,7,9,4,0.099575379498742
36,8,6,4,0.050211260634645
36,8,7,4,0.430393413055965
36,8,9,4,0.385155907526844
36,8,10,4,0.134239418782549
36,9,7,4,0.084891716127935
36,9,8,4,0.386522552616089
36,9,10,4,0.39879476556913
36,9,11,4,0.129790965686931
36,10,8,4,0.089726953393259
36,10,9,4,0.399188936946911
36,10,11,4,0.364847514119674
36,10,12,4,0.146236595540106
36,11,9,4,0.114964463657628
36,11,10,4,0.364327377340047
36,11,12,4,0.39263673433198
36,11,13,4,0.128071424670432
36,12,10,4,0.109714799972469
36,12,11,4,0.384795519305889
36,12,13,4,0.377799983712428
36,12,14,4,0.127689697009192
36,13,11,4,0.121818716619355
36,13,12,4,0.364778700978064
36,13,14,4,0.412434128239123
36,13,15,4,0.100968454163372
36,14,12,4,0.103641645345508
36,14,13,4,0.397572547879619
36,14,15,4,0.394821939702084
36,14,16,4,0.103963867072817
35,0,0,3,0.969876049178064
35,0,1,3,0.024058715504276
35,0,2,3,0.006065235317747
35,1,0,4,0.014482085043004
35,1,1,4,0.913146155115179
35,1,2,4,0.068612777649816
35,1,3,4,0.003758982192049
35,2,1,4,0.053558006903973
35,2,2,4,0.823316713296187
35,2,3,4,0.1181378617267
35,2,4,4,0.00498741807321
35,3,2,4,0.100521664314295
35,3,3,4,0.724277174784653
35,3,4,4,0.168974350803072
35,3,5,4,0.006226810097988
35,4,3,4,0.151545178888465
35,4,4,4,0.621801826079597
35,4,5,4,0.219439871425973
35,4,6,4,0.007213123606022
35,5,4,4,0.20287881428337
35,5,5,4,0.521910748899501
35,5,6,4,0.267430254077979
35,5,7,4,0.007780182738915
35,6,5,4,0.251850420026258
35,6,6,4,0.429002097747826
35,6,7,4,0.311309339882683
35,6,8,4,0.007838142343292
35,7,6,4,0.296434749625824
35,7,7,4,0.346489672126808
35,7,8,4,0.349712994354327
35,7,9,4,0.007362583893032
35,8,7,4,0.335044210521424
35,8,8,4,0.277110675474319
35,8,9,4,0.381460254546042
35,8,10,4,0.006384859458346
35,9,8,4,0.366415706246841
35,9,9,4,0.223086971351208
35,9,10,4,0.405515351518638
35,9,11,4,0.004981970883403
35,10,9,4,0.389547634343195
35,10,10,4,0.186206917448843
35,10,11,4,0.420979596699723
35,10,12,4,0.003265851508353
35,11,10,4,0.403666723723155
35,11,11,4,0.167857832412807
35,11,12,4,0.427102992179094
35,11,13,4,0.001372451684859
35,12,11,3,0.40763865219769
35,12,12,3,0.17073173030461
35,12,13,3,0.421629617497615
35,13,11,4,0.000547364629
35,13,12,4,0.398666763133903
35,13,13,4,0.199348691801319
35,13,14,4,0.401437180435913
35,14,12,4,0.002442511342658
35,14,13,4,0.380318862284284
35,14,14,4,0.234086219859535
35,14,15,4,0.383152406513616
34,0,0,3,0.965177171344854
34,0,1,3,0.027569781240042
34,0,2,3,0.007253047415156
34,1,0,4,0.016741069888275
34,1,1,4,0.89979125416906
34,1,2,4,0.078608648178141
34,1,3,4,0.004859027764475
34,2,1,4,0.061857630864312
34,2,2,4,0.796368620545849
34,2,3,4,0.135157000841501
34,2,4,4,0.006616747748454
34,3,2,4,0.116048281939188
34,3,3,4,0.682407797914323
34,3,4,4,0.19316299550276
34,3,5,4,0.00838092464374
34,4,3,4,0.174925413090875
34,4,4,4,0.564451286440196
34,4,5,4,0.250823243268524
34,4,6,4,0.009800057200378
34,5,4,4,0.234189125856624
34,5,5,4,0.449352323188293
34,5,6,4,0.305807213222863
34,5,7,4,0.010651337732239
34,6,5,4,0.290775823618198
34,6,6,4,0.342124073720427
34,6,7,4,0.356286245467075
34,6,8,4,0.010813857194446
34,7,6,4,0.342358943524047
34,7,7,4,0.246676547815341
34,7,8,4,0.400710206259369
34,7,9,4,0.010254302401219
34,8,7,4,0.387107432052808
34,8,8,4,0.166169338315484
34,8,9,4,0.437709186154834
34,8,10,4,0.009014043476869
34,9,8,4,0.42355602085015
34,9,9,4,0.103193799285606
34,9,10,4,0.466054531555521
34,9,11,4,0.007195648308795
34,10,9,4,0.450533813439669
34,10,10,4,0.059862844912729
34,10,11,4,0.484654661695906
34,10,12,4,0.004948679951732
34,11,10,4,0.467127544938819
34,11,11,4,0.037843344344608
34,11,12,4,0.492573881403644
34,11,13,4,0.002455229312886
34,12,11,4,0.472564341719739
34,12,12,4,0.038655681067496
34,12,13,4,0.488765098491847
34,12,14,4,1.4878721056e-05
34,13,11,4,9.8514661674e-05
34,13,12,4,0.463750724101445
34,13,13,4,0.07026001677815
34,13,14,4,0.465890744458818
34,14,12,4,0.002566309888744
34,14,13,4,0.441663572577774
34,14,14,4,0.111347441471821
34,14,15,4,0.444422676061535
33,0,0,3,0.934866851339533
33,0,1,3,0.048492047673656
33,0,2,3,0.016641100986845
33,1,0,4,0.031312751889453
33,1,1,4,0.815022794449241
33,1,2,4,0.138041527297276
33,1,3,4,0.015622926364128
33,2,1,4,0.115004789756024
33,2,2,4,0.626907291811442
33,2,3,4,0.234882044402314
33,2,4,4,0.02320587403015
33,3,2,4,0.215109288561937
33,3,3,4,0.420461713143588
33,3,4,4,0.333707071038308
33,3,5,4,0.030721927256156
33,4,3,4,0.323894821558326
33,4,4,4,0.2062379512194
33,4,5,4,0.432942313240623
33,4,6,4,0.036924913981646
33,5,4,4,0.430785917043107
33,5,5,4,0.005581564316085
33,5,6,4,0.518733546717376
33,5,7,4,0.044898971923381
33,6,4,4,0.002661263842423
33,6,5,4,0.470788092462971
33,6,7,4,0.411091383677416
33,6,8,4,0.115459260017229
33,7,5,4,0.054247733069912
33,7,6,4,0.399550570604156
33,7,8,4,0.433791092096016
33,7,9,4,0.112410604230018
33,8,6,4,0.056441329478798
33,8,7,4,0.430827885173406
33,8,9,4,0.351367959789314
33,8,10,4,0.16136282555847
33,9,7,4,0.103770240665897
33,9,8,4,0.362313082622006
33,9,10,4,0.389393216132788
33,9,11,4,0.144523460579315
33,10,8,4,0.099181153321599
33,10,9,4,0.395738788331968
33,10,11,4,0.332584040427186
33,10,12,4,0.172496017919283
33,11,9,4,0.136180154372605
33,11,10,4,0.337991935111397
33,11,12,4,0.383255050900665
33,11,13,4,0.142572859615356
33,12,10,4,0.12148179118854
33,12,11,4,0.377984358139663
33,12,13,4,0.349472609570245
33,12,14,4,0.151061241101516
33,13,11,4,0.143920106561005
33,13,12,4,0.337739039157668
33,13,14,4,0.404529761663525
