time_index,origin_node_index,dest_node_index,non_zero_prob_count,transition_probability
33,13,15,4,0.113811092617848
33,14,12,4,0.116286263435899
33,14,13,4,0.389255288175637
33,14,15,4,0.368943673320256
33,14,16,4,0.125514775068286
32,0,0,3,0.932853885487543
32,0,1,3,0.049769463315821
32,0,2,3,0.017376651196608
32,1,0,4,0.032280484934448
32,1,1,4,0.809482629754863
32,1,2,4,0.141660941526022
32,1,3,4,0.016575943784461
32,2,1,4,0.118509074692839
32,2,2,4,0.615936696191703
32,2,3,4,0.240851921415901
32,2,4,4,0.02470230769949
32,3,2,4,0.221617075252091
32,3,3,4,0.4035935359964
32,3,4,4,0.342035361286669
32,3,5,4,0.032754027464839
32,4,3,4,0.333668311394707
32,4,4,4,0.183209888546905
32,4,5,4,0.4437177430909
32,4,6,4,0.039404056967522
32,5,4,3,0.436770854146818
32,5,6,3,0.506240156978087
32,5,7,3,0.056988988875244
32,6,4,4,0.009024926816261
32,6,5,4,0.462268101930835
32,6,7,4,0.405763518428194
32,6,8,4,0.122943452824677
32,7,5,4,0.057643437643292
32,7,6,4,0.398789853315686
32,7,8,4,0.41767750571541
32,7,9,4,0.125889203325642
32,8,6,4,0.064865090820582
32,8,7,4,0.420537994140677
32,8,9,4,0.344264833578403
32,8,10,4,0.170332081460353
32,9,7,4,0.10906347707224
32,9,8,4,0.359515175834129
32,9,10,4,0.373165385756224
32,9,11,4,0.158255961337378
32,10,8,4,0.109238061860868
32,10,9,4,0.383898159919703
32,10,11,4,0.325125166279822
32,10,12,4,0.181738611939512
32,11,9,4,0.142994250961891
32,11,10,4,0.33327149502091
32,11,12,4,0.368343513192222
32,11,13,4,0.155390740824892
32,12,10,4,0.132525795758742
32,12,11,4,0.365103720252602
32,12,13,4,0.342898011888687
32,12,14,4,0.159472472100003
32,13,11,4,0.15160031635406
32,13,12,4,0.331662497816546
32,13,14,4,0.391714106067205
32,13,15,4,0.125023079762165
32,14,12,4,0.127403347572496
32,14,13,4,0.376467506871496
32,14,15,4,0.362853917881492
32,14,16,4,0.133275227674485
31,0,0,3,0.930712897472015
31,0,1,3,0.051111934088655
31,0,2,3,0.018175168439265
31,1,0,4,0.033309764616252
31,1,1,4,0.803603039785116
31,1,2,4,0.14546322438298
31,1,3,4,0.017623971215687
31,2,1,4,0.122232570986167
31,2,2,4,0.604309353133711
31,2,3,4,0.247107152531346
31,2,4,4,0.026350923348693
31,3,2,4,0.228528488249562
31,3,3,4,0.38572884743694
31,3,4,4,0.350748091287638
31,3,5,4,0.03499457302576
31,4,3,4,0.344046072667354
31,4,4,4,0.158827264863447
31,4,5,4,0.454987905031079
31,4,6,4,0.042138757438053
31,5,4,3,0.441366108361791
31,5,6,3,0.486388498830358
31,5,7,3,0.072245392807829
31,6,4,4,0.017356941399584
31,6,5,4,0.449791221515444
31,6,7,4,0.404029552669224
31,6,8,4,0.128822284415772
31,7,5,4,0.059619672959383
31,7,6,4,0.401510778533668
31,7,8,4,0.396514944616563
31,7,9,4,0.142354603890308
31,8,6,4,0.075423447398016
31,8,7,4,0.406256499079792
31,8,9,4,0.340270918251427
31,8,10,4,0.178049135270793
31,9,7,4,0.113072981725404
31,9,8,4,0.35992140477401
31,9,10,4,0.35226944516068
31,9,11,4,0.174736168339813
31,10,8,4,0.121498160711383
31,10,9,4,0.368139337528699
31,10,11,4,0.320385233888587
31,10,12,4,0.189977267871379
31,11,9,4,0.148708034043402
31,11,10,4,0.33137203434885
31,11,12,4,0.34928623539534
31,11,13,4,0.170633696212398
31,12,10,4,0.145757279634068
31,12,11,4,0.348473702888885
31,12,13,4,0.338716396604058
31,12,14,4,0.167052620872996
31,13,11,4,0.158369014862643
31,13,12,4,0.327986785424017
31,13,14,4,0.375324720560503
31,13,15,4,0.13831947915283
31,14,12,4,0.140592993290856
31,14,13,4,0.360208600971809
31,14,15,4,0.358936980338306
31,14,16,4,0.140261425399082
30,0,0,3,0.928431322846621
30,0,1,3,0.052523980951409
30,0,2,3,0.019044696202062
30,1,0,4,0.034406631290693
30,1,1,4,0.797352200270375
30,1,2,4,0.149460874579169
30,1,3,4,0.0187802938597
30,2,1,4,0.12619637159542
30,2,2,4,0.591965524725868
30,2,3,4,0.253664883060958
30,2,4,4,0.028173220617596
30,3,2,4,0.235881959123004
30,3,3,4,0.366778630277725
30,3,4,4,0.359866269620493
30,3,5,4,0.037473140978815
30,4,3,4,0.355085417133942
30,4,4,4,0.132969804490372
30,4,5,4,0.46677941136571
30,4,6,4,0.045165367009958
30,5,4,3,0.446283989417653
30,5,6,3,0.465146096337996
30,5,7,3,0.088569914244331
30,6,4,4,0.026194312005025
30,6,5,4,0.436611221353548
30,6,7,4,0.401978922968822
30,6,8,4,0.135215543672697
30,7,5,4,0.061720972826121
30,7,6,4,0.404447737611669
30,7,8,4,0.373849830984391
30,7,9,4,0.159981458577889
30,8,6,4,0.086632453810477
30,8,7,4,0.391156479928565
30,8,9,4,0.335811832079713
30,8,10,4,0.186399234181273
30,9,7,4,0.11734643681683
30,9,8,4,0.360384087928794
30,9,10,4,0.329895662279348
30,9,11,4,0.192373812975028
30,10,8,4,0.13453242663266
30,10,9,4,0.351440969191252
30,10,11,4,0.315162231110911
30,10,12,4,0.198864373065268
30,11,9,4,0.154812883467823
30,11,10,4,0.329348416453923
30,11,12,4,0.328904992665301
30,11,13,4,0.186933707413093
30,12,10,4,0.159847435312194
30,12,11,4,0.330804337493539
30,12,13,4,0.334139606674173
30,12,14,4,0.175208620520104
30,13,11,4,0.165617923185666
30,13,12,4,0.32403115028515
30,13,14,4,0.357830151575463
30,13,15,4,0.152520774953771
30,14,12,4,0.154661024902648
30,14,13,4,0.342889778424741
30,14,15,4,0.354689411488772
30,14,16,4,0.147759785183789
29,0,0,3,0.925994833757608
29,0,1,3,0.054010639233433
29,0,2,3,0.019994527009052
29,1,0,4,0.035577973071251
29,1,1,4,0.790693916351657
29,1,2,4,0.153667793778149
29,1,3,4,0.02006031679892
29,2,1,4,0.13042450271281
29,2,2,4,0.578837392981729
29,2,3,4,0.26054396456645
29,2,4,4,0.030194139739005
29,3,2,4,0.243721237113235
29,3,3,4,0.346641940053114
29,3,4,4,0.369412775482912
29,3,5,4,0.040224047350772
29,4,3,4,0.366851571715028
29,4,4,4,0.105501167586993
29,4,5,4,0.479121194955134
29,4,6,4,0.048526065742823
29,5,4,3,0.451559688423725
29,5,6,3,0.442361563535719
29,5,7,3,0.106078748040577
29,6,4,4,0.035583921038143
29,6,5,4,0.422669297141518
29,6,7,4,0.399556916041751
29,6,8,4,0.142189865778617
29,7,5,4,0.06395956270145
29,7,6,4,0.407626882194393
29,7,8,4,0.34951653704502
29,7,9,4,0.178897018059125
29,8,6,4,0.098553700739558
29,8,7,4,0.375167713388084
29,8,9,4,0.330817714695443
29,8,10,4,0.195460871176996
29,9,7,4,0.121910816809415
29,9,8,4,0.360912273952279
29,9,10,4,0.305881724675487
29,9,11,4,0.211295184562818
29,10,8,4,0.148416341282175
29,10,9,4,0.333717840501059
29,10,11,4,0.309387913189703
29,10,12,4,0.208477905027101
29,11,9,4,0.161350411201665
29,11,10,4,0.327188050912304
29,11,12,4,0.30705682222866
29,11,13,4,0.204404715657315
29,12,10,4,0.174882649355492
29,12,11,4,0.311995525091017
29,12,13,4,0.329114024348937
29,12,14,4,0.184007801204515
29,13,11,4,0.173399937314057
29,13,12,4,0.319762797482281
29,13,14,4,0.339114557358528
29,13,15,4,0.16772270784519
29,14,12,4,0.169698323507074
29,14,13,4,0.324403871625094
29,14,15,4,0.350069390200265
29,14,16,4,0.155828414667468
28,0,0,3,0.923387010588229
28,0,1,3,0.055577551463763
28,0,2,3,0.021035437947916
28,1,0,4,0.036831683686323
28,1,1,4,0.783586811103683
28,1,2,4,0.158099539212804
28,1,3,4,0.02148196599717
28,2,1,4,0.134944469282076
28,2,2,4,0.564847562746472
28,2,3,4,0.267765255388021
28,2,4,4,0.032442712583401
28,3,2,4,0.252096377444612
28,3,3,4,0.325203697989529
28,3,4,4,0.379412680553811
28,3,5,4,0.04328724401195
28,4,3,4,0.379419149190518
28,4,4,4,0.076265978950488
28,4,5,4,0.492044906596707
28,4,6,4,0.052269965262192
28,5,4,3,0.457233677939595
28,5,6,3,0.417860812729892
28,5,7,3,0.124905509330446
28,6,4,4,0.045579207824568
28,6,5,4,0.407898859525961
28,6,7,4,0.396699434292884
28,6,8,4,0.149822498356611
28,7,5,4,0.066349420481231
28,7,6,4,0.411078439191377
28,7,8,4,0.323324476921279
28,7,9,4,0.199247663406084
28,8,6,4,0.11125747690884
28,8,7,4,0.358210545328337
28,8,9,4,0.325207109306995
28,8,10,4,0.205324868455802
28,9,7,4,0.126797038849304
28,9,8,4,0.361516537606581
28,9,10,4,0.280040895423852
28,9,11,4,0.231645528120186
28,10,8,4,0.163236193416843
28,10,9,4,0.314872952259091
28,10,11,4,0.302982888886577
28,10,12,4,0.218907965437497
28,11,9,4,0.1683684135742
28,11,10,4,0.324876513112141
28,11,12,4,0.283577389965544
28,11,13,4,0.223177683348226
28,12,10,4,0.190961850142301
28,12,11,4,0.291932915548429
28,12,13,4,0.323577373647368
28,12,14,4,0.193527860661879
28,13,11,4,0.181775921839526
28,13,12,4,0.315143878745166
28,13,14,4,0.31904498449671
28,13,15,4,0.184035214918595
28,14,12,4,0.185809122864374
28,14,13,4,0.304628120390486
28,14,15,4,0.345028484109935
28,14,16,4,0.164534272635109
27,0,0,3,0.920588936127026
27,0,1,3,0.0572310824127
27,0,2,3,0.022179981460291
27,1,0,4,0.038176857582813
27,1,1,4,0.775983322348397
27,1,2,4,0.162773636808636
27,1,3,4,0.023066183260117
27,2,1,4,0.139787929301018
27,2,2,4,0.549907210587289
27,2,3,4,0.275351993882563
27,2,4,4,0.034952866229185
27,3,2,4,0.261064963023625
27,3,3,4,0.302331961775177
27,3,4,4,0.389893649566917
27,3,5,4,0.046709425634312
27,4,3,4,0.392873966232873
27,4,4,4,0.045086153667988
27,4,5,4,0.505585409803302
27,4,6,4,0.056454470295821
27,5,4,3,0.463352739758658
27,5,6,3,0.39144263706752
27,5,7,3,0.145204623173822
27,6,4,4,0.056241434532156
27,6,5,4,0.392224040977325
27,6,7,4,0.393331144953954
27,6,8,4,0.158203379536516
27,7,5,4,0.06890661579729
27,7,6,4,0.41483750699518
27,7,8,4,0.295053247603704
27,7,9,4,0.22120262960388
27,8,6,4,0.124824450280411
27,8,7,4,0.340194078817582
27,8,9,4,0.318884682638151
27,8,10,4,0.216096788263844
27,9,7,4,0.132040727802067
27,9,8,4,0.36220928027825
27,9,10,4,0.252157258684051
27,9,11,4,0.253592733235546
27,10,8,4,0.179091171027924
27,10,9,4,0.294795248228901
27,10,11,4,0.295854432340985
27,10,12,4,0.230259148402281
27,11,9,4,0.17592207349364
27,11,10,4,0.322397188478936
27,11,12,4,0.2582768332651
27,11,13,4,0.243403904762378
27,12,10,4,0.208198939644515
27,12,11,4,0.270485150482919
27,12,13,4,0.317457022595131
27,12,14,4,0.203858887277462
27,13,11,4,0.190816261295147
27,13,12,4,0.310130506292325
27,13,14,4,0.29746804369988
27,13,15,4,0.201585188712606
27,14,12,4,0.203113601830754
27,14,13,4,0.283421147927363
27,14,15,4,0.339510356027958
27,14,16,4,0.173954894213873
26,0,0,3,0.917581490895196
26,0,1,3,0.058970506533046
26,0,2,3,0.023448002571689
26,1,0,4,0.03962268644723
26,1,1,4,0.767841094059452
26,1,2,4,0.167686872753967
26,1,3,4,0.024849346739326
26,2,1,4,0.144985262076518
26,2,2,4,0.533944681130286
26,2,3,4,0.283285954401082
26,2,4,4,0.037784102392028
26,3,2,4,0.270680654727688
26,3,3,4,0.27792711351421
26,3,4,4,0.400819418113391
26,3,5,4,0.050572813644604
26,4,3,4,0.406763014711643
26,4,4,4,0.013662555000931
26,4,5,4,0.517630049942869
26,4,6,4,0.061944380344618
26,5,3,4,0.000465460269549
26,5,4,4,0.468913279140255
26,5,6,4,0.364175004646889
26,5,7,4,0.166446255943374
26,6,4,4,0.06712988469539
26,6,5,4,0.376682166156613
26,6,7,4,0.388048134802927
26,6,8,4,0.168139814345098
26,7,5,4,0.072141641052464
26,7,6,4,0.417890433019107
26,7,8,4,0.265630340003224
26,7,9,4,0.244337585925091
26,8,6,4,0.13882222295803
26,8,7,4,0.322118788042722
26,8,9,4,0.310539290267315
26,8,10,4,0.228519698731972
26,9,7,4,0.138171055720772
26,9,8,4,0.361993963508378
26,9,10,4,0.223049500131921
26,9,11,4,0.276785480638885
26,10,8,4,0.195585976135792
26,10,9,4,0.274396897705735
26,10,11,4,0.286826045917261
26,10,12,4,0.2431910802412
26,11,9,4,0.184543856486123
26,11,10,4,0.318784547982293
26,11,12,4,0.231888334489881
26,11,13,4,0.264783261041718
26,12,10,4,0.226250832702494
26,12,11,4,0.248444732166913
26,12,13,4,0.309746321483862
26,12,14,4,0.215558113646701
26,13,11,4,0.201041047481796
26,13,12,4,0.303805675037841
26,13,14,4,0.275048725504963
26,13,15,4,0.220104551975453
26,14,12,4,0.221325984323066
26,14,13,4,0.261453290089747
26,14,15,4,0.332631821736948
26,14,16,4,0.184588903850241
25,0,0,3,0.91433732567241
25,0,1,3,0.060809210698191
25,0,2,3,0.024853463629344
25,1,0,4,0.041182318413428
25,1,1,4,0.759088022988353
25,1,2,4,0.172876819826751
25,1,3,4,0.026852838771406
25,2,1,4,0.150583182074704
25,2,2,4,0.516820966980919
25,2,3,4,0.291625120459789
25,2,4,4,0.040970730484652
25,3,2,4,0.281029354976315
25,3,3,4,0.251778676801397
25,3,4,4,0.412267530911198
25,3,5,4,0.054924437311104
25,4,3,3,0.415903076833648
25,4,5,3,0.507677693150278
25,4,6,3,0.07641923001616
25,5,3,4,0.006043014496155
25,5,4,4,0.463407117683165
25,5,6,4,0.348813606003565
25,5,7,4,0.181736261817097
25,6,4,4,0.073485451320403
25,6,5,4,0.371811461750003
25,6,7,4,0.368312328937911
25,6,8,4,0.186390757991543
25,7,5,4,0.081030930405257
25,7,6,4,0.409662498394141
25,7,8,4,0.246679778447531
25,7,9,4,0.262626792753061
25,8,6,4,0.148410644568018
25,8,7,4,0.314272336864321
25,8,9,4,0.288732282029379
25,8,10,4,0.248584736538334
25,9,7,4,0.150160022277134
25,9,8,4,0.350693800935964
25,9,10,4,0.203187337025996
25,9,11,4,0.295958839760861
25,10,8,4,0.208042793959917
25,10,9,4,0.263356071753417
25,10,11,4,0.265654111471115
25,10,12,4,0.262947022815556
25,11,9,4,0.199007663460748
25,11,10,4,0.304541126634376
25,11,12,4,0.21366787758404
25,11,13,4,0.282783332320818
25,12,10,4,0.24074939007121
25,12,11,4,0.234644156351759
25,12,13,4,0.291514899784588
25,12,14,4,0.233091553792487
25,13,11,4,0.21688832802009
25,13,12,4,0.287551415542463
25,13,14,4,0.2598694614145
25,13,15,4,0.235690795022945
25,14,12,4,0.236504517477217
25,14,13,4,0.246607060876833
25,14,15,4,0.316362143901021
25,14,16,4,0.200526277744881
24,0,0,3,0.910828285157595
24,0,1,3,0.062751552534037
24,0,2,3,0.026420162308362
24,1,0,4,0.042869289138344
24,1,1,4,0.749657403990479
24,1,2,4,0.178354608196316
24,1,3,4,0.029118698674868
24,2,1,4,0.15662765162505
24,2,2,4,0.498416815271082
24,2,3,4,0.300374271180852
24,2,4,4,0.044581261923019
24,3,2,4,0.292193524259016
24,3,3,4,0.22371438319459
24,3,4,4,0.424233267756248
24,3,5,4,0.05985882479025
24,4,3,3,0.421539760270866
24,4,5,3,0.480076749510946
24,4,6,3,0.098383490218257
24,5,3,4,0.015749973211491
24,5,4,4,0.449145255017601
24,5,6,4,0.342279973948085
24,5,7,4,0.192824797822906
24,6,4,4,0.076415010447324
24,6,5,4,0.37527359993482
24,6,7,4,0.336593994845593
24,6,8,4,0.21171739477229
24,7,5,4,0.094549806084773
24,7,6,4,0.392461567585947
24,7,8,4,0.235322126597847
24,7,9,4,0.277666499731428
24,8,6,4,0.154748341949591
24,8,7,4,0.314343128082878
24,8,9,4,0.255665506954479
24,8,10,4,0.275243023013182
24,9,7,4,0.167020194869913
24,9,8,4,0.330490052440322
24,9,10,4,0.189945141325875
24,9,11,4,0.31254461136389
24,10,8,4,0.217621827639999
24,10,9,4,0.259448435060062
24,10,11,4,0.234299504852316
24,10,12,4,0.288630232447531
24,11,9,4,0.218406508141115
24,11,10,4,0.281645809572616
24,11,12,4,0.201300809115427
24,11,13,4,0.298646873170707
24,12,10,4,0.252820439906664
24,12,11,4,0.226991810789182
24,12,13,4,0.264493619697912
24,12,14,4,0.255694129606223
24,13,11,4,0.237553942950925
24,13,12,4,0.263102772356472
24,13,14,4,0.249939150031453
24,13,15,4,0.249404134661138
24,14,12,4,0.249701231731747
24,14,13,4,0.236963546962095
24,14,15,4,0.292281901033679
24,14,16,4,0.221053320272482
23,0,0,3,0.907021905642043
23,0,1,3,0.064800209509733
23,0,2,3,0.028177884848204
23,1,0,4,0.044699205545234
23,1,1,4,0.739474198145983
23,1,2,4,0.184126209947466
23,1,3,4,0.031700386361418
23,2,1,4,0.16317113613211
23,2,2,4,0.478600664875991
23,2,3,4,0.309525240974965
23,2,4,4,0.048702958017001
23,3,2,4,0.304266753659135
23,3,3,4,0.19354666377847
23,3,4,4,0.436690129086029
23,3,5,4,0.065496453476284
23,4,3,3,0.427706744357481
23,4,5,3,0.449896987804713
23,4,6,3,0.122396267837757
23,5,3,4,0.026178861351873
23,5,4,4,0.433969259218077
23,5,6,4,0.334637187087499
23,5,7,4,0.205214692342603
23,6,4,4,0.079566961207981
23,6,5,4,0.379162414120981
23,6,7,4,0.301821915653044
23,6,8,4,0.239448709018117
23,7,5,4,0.109092246528766
23,7,6,4,0.374150160735667
23,7,8,4,0.222389875115143
23,7,9,4,0.294367717620396
23,8,6,4,0.161596770899776
23,8,7,4,0.314567874561834
23,8,9,4,0.21940595937609
23,8,10,4,0.304429395162256
23,9,7,4,0.185204591621904
23,9,8,4,0.30888829868389
23,9,10,4,0.175016346138591
23,9,11,4,0.330890763555608
23,10,8,4,0.228020186107837
23,10,9,4,0.255294995446893
23,10,11,4,0.199968778958542
23,10,12,4,0.316716039486774
23,11,9,4,0.239397214072948
23,11,10,4,0.257017321383874
23,11,12,4,0.187452184363963
23,11,13,4,0.316133280179216
23,12,10,4,0.26598062276555
23,12,11,4,0.218660621876258
23,12,13,4,0.234996063680327
23,12,14,4,0.280362691677798
23,13,11,4,0.259988745474164
23,13,12,4,0.236646896531706
23,13,14,4,0.238896845058242
23,13,15,4,0.264467512935896
23,14,12,4,0.26414377437542
23,14,13,4,0.226351981466001
23,14,15,4,0.266103335754078
23,14,16,4,0.243400908404503
22,0,0,3,0.93705232324298
22,0,1,3,0.047088649259673
22,0,2,3,0.015859027497249
22,1,0,4,0.03026208658484
22,1,1,4,0.821050918681363
22,1,2,4,0.134063667954624
22,1,3,4,0.014623326779163
22,2,1,4,0.111196466318283
22,2,2,4,0.638859830035017
22,2,3,4,0.228304350103059
22,2,4,4,0.021639353543585
22,3,2,4,0.208033334412274
22,3,3,4,0.438853263710357
22,3,4,4,0.324516926229546
22,3,5,4,0.028596475647806
22,4,3,4,0.31326611086952
22,4,4,4,0.231351661350871
22,4,5,4,0.421049063288226
22,4,6,4,0.034333164491274
22,5,4,4,0.41951698942939
22,5,5,4,0.02753958036061
22,5,6,4,0.514845898573395
22,5,7,4,0.038097531636407
22,6,5,3,0.470724917735669
22,6,7,3,0.427700754593225
22,6,8,3,0.101574327671109
22,7,5,4,0.046188117896882
22,7,6,4,0.409775933636251
22,7,8,4,0.440671948685884
22,7,9,4,0.103363999780994
22,8,6,4,0.051639048643747
22,8,7,4,0.432890297616862
22,8,9,4,0.368909242436828
22,8,10,4,0.146561411302599
22,9,7,4,0.093683040555057
22,9,8,4,0.374364981902623
22,9,10,4,0.397427117995365
22,9,11,4,0.134524859547025
22,10,8,4,0.092494303379706
22,10,9,4,0.399980237079998
22,10,11,4,0.349482091859677
22,10,12,4,0.158043367680648
22,11,9,4,0.124651958578539
22,11,10,4,0.351474669195042
22,11,12,4,0.39098669973956
22,11,13,4,0.13288667248686
22,12,10,4,0.113483125788873
22,12,11,4,0.384045699730918
22,12,13,4,0.364313055634284
22,12,14,4,0.138158118845929
22,13,11,4,0.131780962617739
22,13,12,4,0.351856420197826
22,13,14,4,0.411097815678747
22,13,15,4,0.105264801505637
22,14,12,4,0.107855608272779
22,14,13,4,0.396010090754477
22,14,15,4,0.382517410322276
22,14,16,4,0.113616890650416
21,0,0,3,0.961835013837309
21,0,1,3,0.030025117858497
21,0,2,3,0.008139868304462
21,1,0,4,0.018347811631442
21,1,1,4,0.890325856614053
21,1,2,4,0.085595688013642
21,1,3,4,0.005730643740708
21,2,1,4,0.0677513993901
21,2,2,4,0.777307550620161
21,2,3,4,0.147017597615456
21,2,4,4,0.007923452374322
21,3,2,4,0.127065250824653
21,3,3,4,0.652825272500287
21,3,4,4,0.209991036793653
21,3,5,4,0.010118439881361
21,4,3,4,0.191510123531316
21,4,4,4,0.523944924948168
21,4,5,4,0.27265109403767
21,4,6,4,0.011893857483005
21,5,4,4,0.256400838354928
21,5,5,4,0.39809395701139
21,5,6,4,0.332523919579316
21,5,7,4,0.012981285054353
21,6,5,4,0.318399780434696
21,6,6,4,0.28071063836947
21,6,7,4,0.387654822517845
21,6,8,4,0.013234758677962
21,7,6,4,0.374968603845453
21,7,7,4,0.176051616064328
21,7,8,4,0.436366024396001
21,7,9,4,0.012613755694237
21,8,7,4,0.424103814897506
21,8,8,4,0.087576120738191
21,8,9,4,0.47715240236051
21,8,10,4,0.011167662003942
21,9,8,4,0.463056971798409
21,9,9,4,0.02164429522
21,9,10,4,0.505068012452011
21,9,11,4,0.010230720529513
21,10,8,4,0.001064998043285
21,10,9,4,0.481930847845286
21,10,11,4,0.50169300841727
21,10,12,4,0.015311145694206
21,11,9,4,0.008228634105933
21,11,10,4,0.477537138423529
21,11,12,4,0.501150139398224
21,11,13,4,0.013084088072286
21,12,10,4,0.009291174366602
21,12,11,4,0.48165589844122
21,12,13,4,0.500035538338636
21,12,14,4,0.009017388853447
21,13,11,5,0.008657221294055
21,13,12,5,0.483310366340586
21,13,13,5,0.005771173977124
21,13,14,5,0.501649928572341
21,13,15,5,0.000611309815986
21,14,12,5,0.003226104065939
21,14,13,5,0.483699590388746
21,14,14,5,0.025663906842752
21,14,15,5,0.487273365366988
21,14,16,5,0.000137033335659
20,0,0,3,0.898350146262096
20,0,1,3,0.069241918922646
20,0,2,3,0.032407934815124
20,1,0,4,0.048868152625042
20,1,1,4,0.716454725968086
20,1,2,4,0.196615712086532
20,1,3,4,0.038061409320407
20,2,1,4,0.17802765417295
20,2,2,4,0.434026101182699
20,2,3,4,0.3290586850446
20,2,4,4,0.058887559599759
20,3,2,4,0.331629199303862
20,3,3,4,0.125881116027216
20,3,4,4,0.463045694332806
20,3,5,4,0.07944399033611
20,4,3,3,0.441960394509393
20,4,5,3,0.380211644386645
20,4,6,3,0.177827961104004
20,5,3,4,0.049548720105991
20,5,4,4,0.400534540523843
20,5,6,4,0.315074670095926
20,5,7,4,0.234842069274192
20,6,4,4,0.086647737245758
20,6,5,4,0.388538060247603
20,6,7,4,0.221186344009183
20,6,8,4,0.303627858497499
20,7,5,4,0.141750950154599
20,7,6,4,0.333776307714976
20,7,8,4,0.190557382228212
20,7,9,4,0.3339153599022
20,8,6,4,0.17709718864095
20,8,7,4,0.315652674995303
20,8,9,4,0.135285731807691
20,8,10,4,0.371964404556099
20,9,7,4,0.226228342180981
20,9,8,4,0.260890239723651
20,9,10,4,0.138819902607411
20,9,11,4,0.37406151548792
20,10,8,4,0.251739497918377
20,10,9,4,0.246162819563204
20,10,11,4,0.120519901625869
20,10,12,4,0.381577780892556
20,11,9,4,0.287017674376113
20,11,10,4,0.201709109503696
20,11,12,4,0.154223309844552
20,11,13,4,0.357049906275599
20,12,10,4,0.296219007997131
20,12,11,4,0.199562596706058
20,12,13,4,0.167071752273269
20,12,14,4,0.337146643023516
20,13,11,4,0.311170107086699
20,13,12,4,0.176624075471768
20,13,14,4,0.212692716324529
20,13,15,4,0.299513101116998
20,14,12,4,0.297541008653406
20,14,13,4,0.201592329150378
20,14,15,4,0.206238809122091
20,14,16,4,0.294627853074086
19,0,0,3,0.893382992045643
19,0,1,3,0.071639722416228
19,0,2,3,0.034977285538154
19,1,0,4,0.05125611130322
19,1,1,4,0.703386119357189
19,1,2,4,0.203341685358402
19,1,3,4,0.042016083981231
19,2,1,4,0.18650434478382
19,2,2,4,0.408864461273666
19,2,3,4,0.339394332757719
19,2,4,4,0.06523686118482
19,3,2,4,0.347209516176685
19,3,3,4,0.087812423195764
19,3,4,4,0.476828637841878
19,3,5,4,0.088149422785646
19,4,3,3,0.450257175502293
19,4,5,3,0.339693034200952
19,4,6,3,0.210049790296754
19,5,3,4,0.062682177064426
19,5,4,4,0.382122748246756
19,5,6,4,0.302473656559068
19,5,7,4,0.252721418129841
19,6,4,4,0.090638650420774
19,6,5,4,0.394243321321154
19,6,7,4,0.174078826840855
19,6,8,4,0.341039201417221
19,7,5,4,0.160151342326859
19,7,6,4,0.311522201655023
19,7,8,4,0.170785766792195
19,7,9,4,0.357540689225882
19,8,6,4,0.185909715596444
19,8,7,4,0.316645762307866
19,8,9,4,0.086119992330339
19,8,10,4,0.411324529765366
19,9,7,4,0.249464256479559
19,9,8,4,0.234185893610583
19,9,10,4,0.116668437491466
19,9,11,4,0.399681412418431
19,10,8,4,0.265345043523411
19,10,9,4,0.241146270824362
19,10,11,4,0.074209709705933
19,10,12,4,0.419298975946301
19,11,9,4,0.314164115495057
19,11,10,4,0.170548472773241
19,11,12,4,0.134100495963313
19,11,13,4,0.381186915768431
19,12,10,4,0.3137059975132
19,12,11,4,0.188546885505791
19,12,13,4,0.127696075022406
19,12,14,4,0.370051041958597
19,13,11,4,0.340532049802725
19,13,12,4,0.142405068748975
19,13,14,4,0.19700337436274
19,13,15,4,0.320059507085555
19,14,12,4,0.316991412694298
19,14,13,4,0.187030954898676
19,14,15,4,0.171803198390077
19,14,16,4,0.324174434016911
18,0,0,3,0.887910638423406
18,0,1,3,0.074152075857257
18,0,2,3,0.037937285719322
18,1,0,4,0.053886944523278
18,1,1,4,0.689091574586435
18,1,2,4,0.210373666457264
18,1,3,4,0.04664781443312
18,2,1,4,0.195813966110278
18,2,2,4,0.381471003620121
18,2,3,4,0.350027605019854
18,2,4,4,0.072687425249725
18,3,2,4,0.364292496046271
18,3,3,4,0.046481311703129
18,3,4,4,0.490853104644842
18,3,5,4,0.098373087605748
18,4,3,3,0.459514716181023
18,4,5,3,0.294520581725429
18,4,6,3,0.245964702093509
18,5,3,4,0.076928155648849
18,5,4,4,0.362491617786294
18,5,6,4,0.287358057503914
18,5,7,4,0.273222169060933
18,6,4,4,0.094978110018629
18,6,5,4,0.400824730366838
18,6,7,4,0.121367585023854
18,6,8,4,0.382829574590602
18,7,5,4,0.180152520680055
18,7,6,4,0.287774926793073
18,7,8,4,0.147644457964866
18,7,9,4,0.38442809456204
18,8,6,4,0.195560188998352
18,8,7,4,0.318068236599726
18,8,9,4,0.031086221291567
18,8,10,4,0.455285353110359
18,9,7,4,0.274831684469326
18,9,8,4,0.205462323066524
18,9,10,4,0.091011068386308
18,9,11,4,0.428694924077828
18,10,8,4,0.280351347933415
18,10,9,4,0.235808842419609
18,10,11,4,0.02248076941305
18,10,12,4,0.461359040233869
18,11,9,4,0.343956372833535
18,11,10,4,0.136677678543627
18,11,12,4,0.110968609670234
18,11,13,4,0.408397338952607
18,12,10,4,0.33311868348323
18,12,11,4,0.176343270701865
18,12,13,4,0.08390137320815
18,12,14,4,0.40663667260678
18,13,11,4,0.372920474050964
